business_id	stars	text
T0NKethAB-FFR05EeZCzuA	2.0	"b""Friday January 5 at around 1p I went inside the restaurant to order the crispy chicken sandwich meal. What I got was a longer than expected wait, employees who weren't knowledgeable of their own menu and excuses. The woman in front of me ordered the Rodeo chicken sandwich, but was given a fish sandwich, she told Michelle, the cashier who took her order, Michelle tried to relay that to the cook who responded with he doesn't know how to make that. I watched as Michelle took the fish sandwich from the customer and place it back on the warmer to be served again (EW!) once the cook came out and talked to the customer directly he was able to understand exactly what the woman wanted (Michelle kept saying 'rodeo' in a way that made it hard to understand)\nI had to wait about 10 minutes to order while being told that they are short staffed and that I would get waited on when she gets to me.\nMy order took about another 10 minutes to get. Food was about warm. \nDefinitely wont be returning after watching food get handled by a patron and then placed back to be served again instead of thrown away. I get you pay for what you get but geez!"""
W7hCuNdn2gzehta6eSHzgQ	5.0	"b""good and cheep\nthis is a institution next to asu 100,000 's  of poor students have fought off starvation here for 50 years"""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""Long time eater, first time reviewer.  And what better way to start my first review than with the best lunch in town.  Note I said best lunch, not best chili dog or street vendor.  Everything Vic serves is top notch, starting with the buns, to the dogs, to the condiments (especially the spicy mustard and ketchup he makes himself), to the toppings.  But the real star of the show is the chili.  We're not talking browned meat with a little sauce here.  We're talking about chili that is loaded with meat, beans, spices, and flavor.  Chili that travels the region and wins prizes at festivals.  Chili that has been crafted and refined over a lifetime.  Chili that will make you slap your mama!\n\nBut wait, there's more!  You don't just get a great meal, you'll get entertainment, too.  Vic is a heck of a personable guy, and none to shy.  Depending on the time of day the line can grow a little long.  But it's always well worth the wait, and Vic's hospitality will make the time fly by.  So treat yourself when you are downtown.  You'll be glad you did!"""
-LfTBo0oa_uD454ScEW2XA	1.0	"b""This place is a hit miss it can be good some days and complete crap other days most of the food tastes like it's just made out of a box you would have better luck going to Sam's Cafe"""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""Awful! I don't even think it's real fish! 1st off, there were only two cars ahead of us and the wait was still 20 minutes! Do they only have one fryer??? \n\nI got the 5 piece fish and chips (ate half) and had the worst gas (stomach) pains all night that I couldn't sleep! The fries were not very crispy. The fish was perfect crispy but square??? Hopefully it was 100% real fish..... \n\nFor $11 I except a much better meal. I can go to a much nicer place at that price. Also did not like that they DO NOT take any type of debit or credit card, they are purely cash only and I can see why. No refunds..... nasty place. Don't go!"""
-LfTBo0oa_uD454ScEW2XA	4.0	b'Very good food and service.\nRestaurant is in a excellent location to u of I games... Within walking distance to several shops'
ZkzutF0P_u0C0yTulwaHkA	5.0	"b'Stopped here with my wife due to the 18"" pizza for $9 sign out front, it didn\'t disappoint. The staff is amazingly friendly, upon placing our order they asked what type of sauce we wanted, she said oh you haven\'t been here before? Said hold on, went to the back and brought out 2 cups with each sauce in them and a roll cut up to try the sauce. Customer service alone this place is remarkable! Then the pizza came out, wow it was huge! Crispy and wonderful. We also got a hoagie, their bread is amazing and it was cooked perfectly. This will be my new go to pizza spot in the Plum area. Do yourself a favor and check it out, also try the sweet sauce!'"
T0NKethAB-FFR05EeZCzuA	1.0	"b""I understand the broiler is down today but then you'd think they'd make sure the chicken sandwich was good..??..holy dry! I would have brought it back but I already waited 20 minutes in the drive thru...NO EXAGGERATION..20 minutes for the only thing they were able to serve today."""
T0NKethAB-FFR05EeZCzuA	1.0	b'Shake machine is ALWAYS down!! Why bother having it on the menu at all! Drive thru is forever slow, and I can always expect my order to be missing something or wrong,  every time! Defiantly not worth the aggravation'
W7hCuNdn2gzehta6eSHzgQ	5.0	"b""We had excellent service & food. I'm not sure why this place has such negative reviews. Sure the fish is square & not your typical American fish & chips, but I've certainly had worse in England. It's fast, cheap and tasty. Customer service is great."""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""If you're in Charlotte Vic is a must! Hot dogs are so good! Might be a wait but it'll be well worth it and Vic's stories are always funny! I recommend the Frito Pie Dog!"""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""We just moved out of Charlotte and had a small list of places we absolutely had to visit before we left, Chili Man was one of them! His hot dogs are amazing and waiting in line for them is totally worth it (there's a reason there's always a line). Best hot dogs in town! If you're adventurous, let him recommend one for you. I recommend the Naco dog, which has grilled cheese (literally, cheese put directly on the grill until crisp and placed lovingly into the hot dog bun). You can't go wrong here, I promise. GO!"""
3C0bnFhjkgYP9mWORKg6cA	5.0	b'Best. Hot dogs. Ever. And really, the only street food I eat...Vic is a great guy that helps Charlotte get great food! I love the Life Changer :-)'
3C0bnFhjkgYP9mWORKg6cA	5.0	b'Great spot for lunch. The guy is awesome so friendly and really loves his job, I love grabbing a dog or two from him. I am vegetarian and the veggie dogs are great lots of choices and really tasty, take an extra few minutes as cooked fresh, but that is no bad thing.'
3C0bnFhjkgYP9mWORKg6cA	4.0	"b""This guy Vic is hilarious! Just an added bonus to his very innovative menu of hotdogs and brats.  Maybe not the best place for the faint of heart as the Chili man speaks freely (very freely) and doesn't really give a s***.  I got he the Chili Man's choice and vinegar bomb, chips and a drink all for under $8 and was very pleased with my meal.  Only down side I can think of here is that his lines get really really long so try to get there before noon on nice days.  Other than that its just something you gotta try if you're in Uptown.  Nothing more to say but I will be back!"""
W7hCuNdn2gzehta6eSHzgQ	5.0	"b'This place is for drunk people with the munchies. Or people with a serious lack of fresh fruits & veggies. Either way Pete\'s knows what crowd it appeals to and serves them without overcharging. Seriously this place is less than most fast food ""dollar menus."" \n\nYes it is all fried and dripping with grease, but if you don\'t want to eat it there is a Pita Jungle right across the street. You came here for a reason. To spoil yourself rotten. \n\nThe fish sandwich is quite good, fries remind me almost of McDonald\'s before they changed their method and resources. \n\nI will be back to bravely try the coleslaw and perhaps a burger.\n\nCustomer service tops most other places in the valley, they are friendly and aren\'t afraid to be honest about the less than impressive items on the menu. I also asked for a free bumper sticker and was given a pencil, magnet, and take away menu in the bag. Talk about going above and beyond!\n\nI love the heaters when you sit down to eat, they are so warm even the table and benches stay toasty.'"
F7mv0e3N2DgYY93cl8LpZw	1.0	"b'Food was meh.  \n\nEmployees were terrible.  The only exception was a very friendly,  older white lady.  A younger employee was sitting in the lobby,  on her cell phone,  cursing and calling her manager a bitch.  Call me old-fashioned,  but I expect a little more professionalism from someone in a uniform,  even if it is ""just fast food"".'"
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""This guy is amazing. Best hot dogs ever. It's a whole experience to go chat and get a hot-dog.\nMust try in Charlotte"""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""Literally the worst place I've ever eaten at for seafood. The batter was worse than store bought fish sticks. Along with the shrimp and the onion rings which were hard battered with the same thick batter as the nasty fish. I paid $9.24 for a small piece of fish and 4 largely over battered shrimp with some fries and onion ring mix, and I have never regret spending money at a mom and pop shop before until now. Sadly, the fries were the best part. Definitely will not return."""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""Nasty, tasteless nuggets of over-fried batter. Even Long John Silvers is better than this dump. Of course if you're a drunk college student you may enjoy this after a night at the bar."""
W7hCuNdn2gzehta6eSHzgQ	5.0	"b""People who rate this place poorly are probably not fans of fish and chips. If you want fried frish and french fries with a good sauce to dip them in then this is the place for sure. If you want a lavish meal similar to having smoked salmon along side delicately prepared potatoes, then you're at the wrong place."""
W7hCuNdn2gzehta6eSHzgQ	2.0	"b""I've ever been here before but I've heard good things about it and I had a coupon so might as well. Drive thru took longer than expected to get our food even though we were the only ones there, and the drive thru guy was a little snippy with me, and told me I should have told him about the coupon earlier even though I said I had one before we even started ordering. Fish was okay, wish it came with tartar sauce instead of the red sauce they gave us :/ I wasn't very impressed with it"""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""I was lucky enough to run into the Chili Man truck during my bachelorette party this past weekend. I was in town all the way from Texas so naturally I had to get the frito pie hot dog and it was AMAZING. I'm so sad I can't have 12 more!! The food was great and Vic was super friendly, do yourself a favor and find the chili man, you won't regret it!\n\nThanks again Vic\n-The Bride :) (2 of 6)"""
W7hCuNdn2gzehta6eSHzgQ	3.0	"b""If you like your food fried, then this is the place.  I never venture inside anymore because I'm afraid of slipping on the accumulated decades of lard and vegetable oil.  If they find a detergent powerful enough to clean it up, I will know that the end is nigh.\n\nEverything at this place is deep fried, even the cheeseburgers.  It is all delicious, except strangely for the fries, which are below average.  \n\nIf you would have asked me to rate Pete's 15 years ago, they would have received an extra star, but with the state my arteries are in today, I just can't pull the four star trigger."""
-LfTBo0oa_uD454ScEW2XA	3.0	"b""Much cleaner and inviting than the other location. Coffee is kept warm. Can't beat walking downtown. Does a breakfast right bottom line."""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""If you like hotdogs and bratwurst, this is the best place to visit for a gourmet experience.  Prices are reasonable for a street cart prices, and you'll feel like Barley in Shadowblaze's epicsaga books with a chili dog with the works in your mouth!"""
-LfTBo0oa_uD454ScEW2XA	3.0	"b""Honestly, the food was probably 2-star quality, but I'm giving it 3 because it was late, and we were hungry, and it was open. That said, it was very generic quality breakfast/diner food, and while it satisfied my hunger, it didn't quite hit the spot."""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""Very good hot dogs and a variety of homemade toppings - can't go wrong.  I love just the basics chili, cheese and spicy mustard."""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""I would subtract stars for this location. The downtown Mesa location is like another restaurant. It is almost false advertising to call this Pete's!  No messy fish sandwich?  Are you kidding me?  That's like no Big Mac at McDonald's!  Do us all a favor and close this joke of a restaurant!  Please comment and follow me for more reviews! I would love to have you!"""
T0NKethAB-FFR05EeZCzuA	1.0	"b""The dude that drives a orange impala will tell you they're doing a daily close no matter what time it is on Friday. He's a joke"""
-LfTBo0oa_uD454ScEW2XA	1.0	"b""Pancakes were very salty, bacon was raw and they wouldn't discount our meal!  Even though the manager said she would discount the meal, it never happened even after we reminded them. We will not go back!"""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""BEST HOT DOG IN MY LIFE.   Very clean and gives you a good laugh as well.   I can't wait to go back again"""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""Went to petes to try something different. Waited 20(about)minutes total, 5 for someone to answer the drive through and 15 for food. They had a staff of 6 people that night and we were the only customers so I don't understand why it would take so long for food.  When we finally got home we realized they had shorted us on food and sauce. We deemed it not worth the trip to get this corrected."""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""1 hour wait!!!? And we were still six orders away! Ridiculous wait! How hard is it to throw fish in a fryer!!?? But drive thru was going fast. Whoever owns this business needs to figure out how to run a business cause they're focusing too much on drive threw. They act like they're making gourmet food. There were staff just walking back and forth with food just sitting there over the fryer with a ton of orders to go!?  No way! Don't waste your time"""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""Best dogs you'll have anywhere!\nThe dude flipping dogs is a little off, but the dogs are worth it. Get the life of pie, it'll change your life with some fritos"""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""After coming here for the first time last Wednesday, I've already been back 3 times. It is far and away the best hotdog you will ever eat in your entire damn life. If you go here, don't play it safe, be sure to try one of Vic's crazy creations like the Frito Pie dog or his weekly special- they are absolutely killer. Insanely good hotdogs, insanely good company, you owe it to yourself to make this a regular spot."""
T0NKethAB-FFR05EeZCzuA	1.0	"b""I changed my order and the girl got an attitude. I had to delete items off my order and she got another attitude.  I won't return here ever again. Might I add she was nice to everyone else. It took all I had not to cuss her out."""
-LfTBo0oa_uD454ScEW2XA	4.0	"b""The food is clearly average generic diner fare, but the staff are super friendly.  Especially Maria from Zacatecas.  I go here to practice my Spanish, get a great cup of coffee and pretend I'm in California on occasion.\n\n\n\nAnd don't tell anyone else--but I sometimes get hashbrowns with country gravy, transfats be damned. :)"""
T0NKethAB-FFR05EeZCzuA	1.0	"b""This guy is so rude at the drive thru. We sat at the window for 10 minutes (at least) with nothing. This is why I don't go to Burger King... because shit food with shit service."""
3C0bnFhjkgYP9mWORKg6cA	5.0	"b""You gotta love Chili Man (Vic) and you gotta love the dogs!  This is a Charlotte staple and once you've waited in the line and heard Vic's stories and then had the chance to devour several of the dogs (you can't order just one) then you'll know why!\nLove it, keep up the great work... and looking forward to trying the Pink Panther dog (in the ever changing name of the pink sauce series). ;)"""
3C0bnFhjkgYP9mWORKg6cA	5.0	b'By far the Best Hot Dog I have ever had in my life plus the lovely gentleman behind the counter was  super friendly. Going back before we leave town!!'
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""Wow this place is terrible. To start things off drive-through older woman that took care of us was absolutely horrible. Apparently she couldn't hear me and had me come to the window and then asked me what do you want. Really!  Not very friendly at all. In fact pretty darn right rude.  When I asked her about the fish she said well we are Pete's Fish and chips assuming that they were probably good I ordered a five piece fish and chips that by the way does not come with tartar sauce. That is extra ( and definitely not very good ). I also ordered a two piece fish and chips and a five piece scallops and chips. Final cost $24 and some change. Oh my God I think I've been robbed. Started on the drive home and decided to eat my scallops and my boyfriend was eating his fish well after laughing at him profusely about how they were just fish sticks or fish patties. Same thing only bigger you just know they came out of a box terrible terrible tasting. I bit into my extremely raw  scallop. Oh how I wanted to go back I was just so angry. Everyone of my five scallops were raw. Wonder if the health department would want to know about that. Well I hope that many people read this and know not to eat at Pete's I know the sign says eat at Pete's trust me just don't. Save your money.  \n\n\nToday is December 20 I just wanted to add to My review   Ate there yesterday December 19, wasn't feeling very good after I ate that raw scallop. And still not feeling well today. Thinking about calling and talking to management shouldn't have to be going through this upset stomach. Constant bathroom breaks at work somethings not right. I did not eat anywhere else except for there yesterday. Please be careful folks."""
-LfTBo0oa_uD454ScEW2XA	4.0	b'If only I can remember what I order and keep it down. The only time I come here is after too many drinks... but however, I thank thee for being open!'
W7hCuNdn2gzehta6eSHzgQ	1.0	"b""My order of fish literally looked like a hunk of fish pulled from a box in the freezer. It was square, expensive and completely tasteless. I can't believe I wasted so much money on this crap. The woman was extremely un-personable and for some reason my block of square fish took 10 minutes to make. Don't go here, ever."""
W7hCuNdn2gzehta6eSHzgQ	1.0	"b'As I write this review, I am still waiting to poop this abomination out of my body in order to feel some semblance of normalcy. Rare is the day when you\'re driving down the road and DON\'T see an ""Im Addicted to Pete\'s Fish & Chips"" bumper sticker. However, as a native Canadian who has been in the States for over 30 years and Arizona for about 27 years, I had yet to eat fish & chips below the 49th parallel. My husband, a Bay Area transplant, had a hankering\' for some fish and chips and thought - ""what better place to try than the one advertised on many a back bumper?"" So off we went in the Ferrari of minivans...\n\nMy husband asked how big the pieces of fish were - after all, you could get 4 pieces for under $7 - how big could they be? ""About the size of a fish sandwich"" said the guy behind the counter. that should have been our first clue.Both of us are used to pieces of fish being of the plate-sized variety.\n\nWe didn\'t get ""fish and chips"". What we got was a mystery substance covered in cracker-meal then flash frozen for God knows how long before it\'s dropped in grease. EVERYTHING lacked flavor, except for the ketchup+Tapatio known as ""Pete\'s Sauce"".  The ""shrimp"" - like the ""fish"" - was of questionable origin... about as authentic as the ""Rolex"" you can get from the guy with the trench coat in New York. The fries were bland - totally tasteless. Not sure what was in that plastic packet that claimed to be ""Malt Vinegar"". \n \nIf the Mother Country knew these yokels were wearing the Union Flag on the backs of their uniform shirts, we\'d be thrust into war with her, for certain!\n\nThe whole experience forced me back into my Canada Rule. Never again. \n\nReally deserves no (or negative) stars... but Yelp won\'t let me grade that low.'"
3C0bnFhjkgYP9mWORKg6cA	5.0	"b'One of my colleagues told me I ""had to"" try the Chili Man\'s dogs.  So today I did.  \n\nFANTASTIC!  I had what I think he called the Chili Man\'s Special and a Q-Dog.  The former had delicious homemade chili (thick, meaty, spicy, tasty with beans) and a delicious spicy mustard.  The latter had homemade BBQ sauce, tasty coleslaw, onions and perhaps some cheese.  Can\'t remember for sure.  Both were incredibly good.  I\'ll not forget that chili any time soon, and I\'ll be back for more.  Everything was top quality -- buns, dogs and condiments.\n\nAnd, as others have mentioned, the Chili Man has a way with people.  Very engaging guy.  I love to patronize businesses like this.'"
-LfTBo0oa_uD454ScEW2XA	4.0	"b""Merry-Anns is best in the wee hours of the night, (or morning) when your judgement is down and a huge greasy plate of fries, a burger, and milkshake no longer sounds like a bad idea.  Or just when it's 11PM and you decide you need an omelet and pancakes.  Or when you are out on the town and simply no where else is left open to feed your poor, wandering, hungry soul.   It's 24/7 diners like this, that while never your first pick when deciding where to eat, you realize are vitally important to life when the above conditions arise. \n\nThe food is super greasy, comes out super quick, and costs the right price.  The food tastes good, but really people, most things that are greasy are going to taste delicious.  You definitely get enough for the price you pay as well.  \n\nService is hit or miss.  The restaurant is set up so you can actually grab your own extra silverware, condiments, or napkins if needed.  Despite the closeness of the waitress, she pretty much takes your order, brings food and drinks, and then throws your check on the table and that's the end of that.  You don't go here for the service though.  It is midnight on a Tuesday night and you want scrambled eggs and waffles damnit."""
-LfTBo0oa_uD454ScEW2XA	3.0	"b""Service is great. Food is average for a diner. Coffee is poor. The scrambled eggs are surprisingly bad- do they use real eggs or Sysco refrigerated liquid egg product? Next time I go, I'll be watching. Or hammered."""
-LfTBo0oa_uD454ScEW2XA	5.0	"b""Merry Ann's is a great place to go after a long night of drinking.  Some of my favorite memories are from here: most recently, my friend announced to the entire diner that my fiancee had re-proposed which caused hysteria (but no free items, unfortunately).  The Diner Stack is G-d's most amazing gift to drunk and desperate vegetarians wanting to break free for one night."""
T0NKethAB-FFR05EeZCzuA	2.0	"b'I don\'t eat that much fast food anymore.  I certainly don\'t eat at burger ""joints"" anymore, but when I found myself in the drive through with my expecting daughter I decided to check the chicken nuggets. \n\nI ordered the chicken fries.  My granddaughter had the whole chicken nuggets.  My chicken fries were too spicy and very greasy.  I did not find them appetizing at all.  My granddaughter started to feed me her nuggets and I thought ""What the heck,"" and nibbled.  They were vastly better but still a bit greasy. \n\nIf I need a chicken nugget fix I will not go here.  I think there is somewhere else I would rather go.'"
-LfTBo0oa_uD454ScEW2XA	4.0	b'Super downtown location!  Good, reliable, diner food, reasonably priced.  Love to watch my food cooked.  Open 24 hrs.  Eaten here many, many times.'
-LfTBo0oa_uD454ScEW2XA	1.0	b'I went there once about 10am, sat down waited for 15 minutes, no one came, I left.\nI forgot to mention, I was the only customer there.'
3C0bnFhjkgYP9mWORKg6cA	5.0	"b'Vic aka ""chili man"" works across from our food cart on Tuesdays and Thursdays, and I must say does have some of the best dogs I have had.  Super nice guy, chili and BBQ sauce maker extrordinaire.....like with awards and stuff.  If you are uptown on those days come over to 4th and Tryon and give it a try for a top quality dog and good conversation.'"
T0NKethAB-FFR05EeZCzuA	1.0	b'Consistently poor/slow service.  Orders incorrect half the time.  Daughter just timed our drive thru experience at over 8 minutes... For cheese burgers.'
T0NKethAB-FFR05EeZCzuA	1.0	"b""I feel silly for even writing this but I just need to vent somewhere. I'm not kidding when I say that they took 45 MINUTES to fulfill my meal. Why did I wait so long?! I have no idea. I could've ran home and cooked a meal with that time, I know. The workers were the slowest moving workers I've ever seen. I'm not kidding when I say that they were moving like they had all the time in the world. There was only 1 man running around trying to get things together. I honestly didn't even know who to complain to because even the manager looked lost and confused. Beware of wait times, even the drive thru was backed up and waiting."""
3C0bnFhjkgYP9mWORKg6cA	5.0	b'Every city has hot dog carts, but I have never visited one like this.\n\nThese are truly a gourmet experience at standard hot dog cart prices. I have never had a better hot dog at home, or another venue.\n\nVic, the proprietor and chef, is always fun, as he serves up his witty banter and dogs. The cooking is always on point. \n\nThere are homemade sauces, and he frequently offers a special recipe dog so that you can try something different.\n\nThe Life Changer is my go to order.\n\nI advise getting there early, because the line can get to be a bit absurd. It is very convenient, that he also takes Square payments.'
ZkzutF0P_u0C0yTulwaHkA	5.0	b'Amazing sweet sauce! Awesome and friendly service. This is honestly my favorite pizza joint ever. Keep up the good work!'
3C0bnFhjkgYP9mWORKg6cA	5.0	"b'So I am so happy that I chose to forfeit my salad and join some fellow Yelpers in finally grabbing one of the Chili Man\'s dogs. Man.....it\'s obvious why he is one of the best rated ""restaurants"" in Charlotte.\n\nVic the Chili Man operates out of a cart with an umbrella. It\'s typically set up in Uptown a little down from Trade and Tryon. Honestly, if he is there, you can\'t miss it cause there will be a line. Wait in said line, it\'s worth it.\n\nVic is a pretty cool guy. I couldn\'t help but crack a smile while he was talking and entertaining us while we waited. He makes each dog perfectly, including even toasting the buns. I mean, who does that?!?\n\nI ordered the specialty dog of the day, the Stupid Black Garlic Dog (I only got one cause I had eaten have of salad mentioned above). The dog had a black bean chili, brie, some black garlic sauce of deliciousness. Heck, there could have been something else on there. I dont know. It was just amazing. I mean, it was a Guy Fieri style of bending over so you don\'t get your shirt messy while eating this amazingness of a hot dog. This dog was $3.50 too!!\n\nVic is the real deal.'"
-LfTBo0oa_uD454ScEW2XA	4.0	"b""Perfectly serviceable diner food -- haven't tried the Mexican food yet, though. REALLY nice people working there, too. Great hash browns as well."""
